text,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,category,stance
لكل مر اذا الخيار ستأخذ لقاح ضد كورونا انا,0,0,0,0,0,1,0,1,0,0,0,7,-1
تشرفت اليوم بتطعيم لقاح فايروس كارونا ولله الحمد وانصح مواطن ومقيم ان يبادر بالتطعيم يحمي اسرته وهذا نابع تجربه مني شخصيا وشكرا لوزاره الصحه جهودهم وقواهم الله الشيخ دعيج الخليفه الصباح,0,0,0,1,0,0,0,1,0,0,1,7,1
الدكتور عبد الله السند وصول لقاح اكسفورد لدوله الكويت يساهم بإذن الله الاسراع وتيره التطعيم واستيعاب لأعداد اكبر ونحن نفخر ونعتز بامكانيات وجهوزيه وكفاءه كوادرنا الصحيه كونا الكويت,0,0,0,0,0,0,0,1,0,0,1,0,1
وزاره الصحه الاسرائيليه مستوطنا اصيبوا بشلل نصفي الوجه تلقيهم لقاح كورونا,0,0,0,1,0,1,0,1,0,0,0,0,-1
اخذت قليل لقاح كورونا مطار الملك عبدالعزيز بجده استقبال وتنظيم واهتمام شيء يفوق الوصف تطعيم السعوديون والمقيمون حد سواء ومجانا حفظ الله دولتنا وقيادتنا ترفع الرأس,0,0,0,0,0,1,0,1,0,0,1,7,1
الصحه تبدأ منح لقاح كورونا للمستفيدين الفئه الثالثه,0,0,0,0,0,1,0,1,0,0,0,0,1
تضم صوتها الى اصوات منظمات ايرانيه اجل صحه شعب ايران سلطات الجمهوريه الإسلاميه السماح باستيراد اي لقاح يثبت انه امن وفعال,0,0,0,0,0,0,0,1,0,0,0,0,1
مقرن بن عبدالعزيز الشكر للجيش الأبيض وزاره الصحه لقاح كورونا,0,0,0,1,0,1,0,1,0,0,0,0,1
تقديم جرعه لقاح كورونا خلال ال ساعه الماضيه وام,0,0,0,0,0,1,0,1,0,0,0,0,1
لماذا يحتاج تطعيم كورونا لفتوى بأنه حلال التفاصيل الفيديو,0,0,0,0,0,1,0,0,0,0,1,7,0
حياه يوميه اقرب بأن تكون طبيعيه اجراءات وقائيه سهله وسلسه التطبيق رعايه صحيه عاليه اماراتيه المستوى متوفره للجميع استثناء لقاح مجاني وسهل الوصول لكل يرغب تحصين نفسه وذويه امن وأمان وشتاء ممتع الحمدلله والمنه نعمه الحمدلله نعمه ال,0,0,0,0,0,0,0,1,0,0,0,0,1
وزير الصحه عبد الرحمان بن بوزيد بن بوزيد انطلقنا التحضير للتلقيح ضد كورونا اشهر بن بوزيد لقاح كورونا سيكون متوفرا بالجزائر خلال الجاري بن بوزيد الجزائر خبره طويله عمليه التلقيح ضد مختلف الامراض,0,0,0,0,0,1,0,1,0,0,0,2,1
الوطن الغالي كلنا نواجه الصعوبات يدا قياده وشعب العائله الهاشميه الله يحفظهم ياخذون لقاح كورونا اليوم حب الاردن يجمعنا الأردن كورونا الاردن,0,0,0,0,0,1,0,1,0,0,0,0,1
لقاح بالأمل ضد كورونا طبيبه تغني بكرا بيخلص الكابوس احدى مشافي لبنان الحدث,0,0,0,0,0,1,0,1,0,0,0,7,1
ظروف صحيه تمنع نوال الزغبي تلقي لقاح كورونا لبنان,0,0,0,0,0,1,0,1,0,0,0,1,1
رغم شطب المدير لمنشوره الا ان المناقشات استمرت واتخذت جديدا رأيك,0,0,0,0,0,0,0,0,0,0,0,8,0
سمو قائد القوات الجويه الملكيه السعوديه يتلقى الجرعه الأولى لقاح كورونا وذلك ضمن الخطه الوطنيه للقاح كورونا تنفذها وزاره الصحه نعود بحذر,0,0,0,1,0,1,1,1,0,0,0,1,1
الصحه العالميه دول شرق المتوسط بدأت تطعيم لقاح كورونا الفئات الاولي بالرعايه للتفاصيل,0,0,0,0,0,1,0,1,0,0,1,0,1
اعلنت الوكاله الأوروبيه للأدويه الأربعاء موافقتها استخدام لقاح موديرنا المضاد لكورونا دول الاتحاد الأوروبي,0,0,0,0,0,1,0,1,1,0,0,0,1
السلطات الأميركيه تعتقل مرو لقاح كورونا المزي سكاي اخبار,0,0,0,0,0,1,0,1,0,0,0,0,0
اعلن وزير الصحه التركي فخر الدين قوجه ان ملايين جرعه لقاح كورونا ستصل الإثنين قادمه الصين اطار الدفعه الثانيه,0,0,0,0,0,1,0,1,0,0,0,0,1
صحيفه سنداي اكسبرس البريطانيه الأحد البروفيسور فان تام حث الناس التحلي بالصبر قيود الإغلاق اقتراب المملكه المتحده نشر سته ملايين لقاح الأطباء انتقدوا توسيع الفجوه جرعات لقاح فايزر وطعنوا مدى خطوره البديل البريطاني,0,0,0,0,0,0,0,1,1,0,0,0,1
مدير اداره الغذاء والدواء الأمريكيه اجبرني البيت الأبيض عده مرات طرح اللقاح وحذرني اما بالموافقه لقاح فايزر او الاستقاله لقاح فايزر,0,0,0,0,0,0,0,1,1,0,0,0,1
بنت شوارع علاج لقاح وقايه عذاب الرجز عذاب الدم كورونا كورونا وإعلان معجزه الشفاء لقاح دواء بقلم الإمام المهدي المنتظر ناصر محمد اليماني ربيع الأخر هج,0,0,0,0,0,1,0,1,0,0,0,0,0
تطعيم الجوري اليوم نتكلم طريقه تطعيم الجوري الطريقه الاولي التطعيم بالقلم اولا يمكنك شجره واحده تحمل اكثر صنف او لون طريق التطعيم تصلح الطريقه الورد الصوره الجهنميه والمنجو الموالح والعنب وغيرهم تابع,0,0,0,0,0,0,0,0,0,0,1,8,0
دراسه اظهرت فعاليه لقاح فايزر ضد تحور كورونا بريطانيا وجنوب افريقيا العربيه عاجل,0,0,1,0,0,1,0,1,1,0,0,0,1
وزاره الصحه الأردن اوائل الدول تمنح اللاجئين ارضها فرصه اخذ لقاح كورونا كورونا الأردن المملكه,0,0,0,1,0,1,0,1,0,0,0,0,1
عاجل خادم الحرمين الشريفين يتلقى لقاح كورونا,0,0,1,0,0,1,1,1,0,0,0,1,1
يريدون تجربه اللقاح اجسادنا نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,7,-1
فريق بحثي معهد الأبحاث والاستشارات الطبيه جامعه الإمام عبدالرحمن بن فيصل بقياده ايمان المنصور يتوصل الى لقاح سعودي مضاد لكورونا كورونا تم الانتهاء الدراسات السريريه ونشر البحث وستبدأ التجارب السريريه اخذ الموافقات اللازمه الجمعه,0,0,0,0,0,1,0,1,0,0,0,0,1
السعوديه وزير الدوله عضو مجلس الوزراء صاحب السمو الملكي الأمير تركي بن محمد بن فهد يتلقى الجرعه الأولى لقاح كورونا كورونا,0,0,0,0,0,1,1,1,0,0,0,0,1
عاجل خادم الحرمين الشريفين يتلقى لقاح كورونا الملك سلمان,0,0,1,0,0,1,1,1,0,0,0,0,1
درجات الصداقه اللغه العربيه ونرى لغه الضاد دقيقه جدا وجميله رائعه الخير لقاح كورونا لقاح فايزر المصالحه الخليجيه المصالحه القطريه السعوديه عمان تواجه كورونا مان نهضه متجدده عمان تبارك المصالحه الخليجيه ذكرى تنصيب السلطان هيثم ذكرى وفاه السلطان قابوس,1,0,0,0,0,1,0,1,1,0,0,8,0
فاعليه تطعيم فايزر ضد كورونا تصل الى تطعيم الف شخص وجدوا ان حصول الشخص تطعيمين ان احتماليه اصابتهم بالفيروس اقل يصاب الا شخص بالفيروس فقط احتاجوا الذهاب للمستشفي يعنى التطعيم فعال ناطرين نعرف مده هالحمايه شكثر,0,0,0,0,0,1,0,0,1,0,1,0,1
المهم كورونا يلاقي لقاح يحمي حالو منك نجاستك,0,0,0,0,0,1,0,1,0,0,0,8,0
ابره جبر خاطر لقاح بعيد,0,0,0,0,0,0,0,1,0,0,0,8,0
كورونا امام مفترق طرق وعلينا ان نحسم خياراتنا طريق بلا لقاح نتج عنه وفيات تقترب المليونين مليون اصابه شلل مفاصل الاقتصاد والتعليم والصحه والسياحه طريق باللقاح امن وفعال وقايه الإصابه المضاعفات نشر العدوى ويردم الطريق الأول يدا نتعافى,0,0,0,0,0,1,0,1,0,1,0,7,1
حاخام اسرائيلي يحذر اتباعه لقاح كورونا سيحولكم الى مثليين,0,0,0,0,0,1,0,1,0,0,0,7,-1
يعد مبررات حظر الجمعه وإغلاق القطاعات توجيهات الملك ووصول لقاح كورونا الى البلاد رئيس غرفه تجاره عم ان خليل الحاج توفيق اقتصاد الأردن المملكه,0,0,0,0,0,1,0,1,0,0,0,0,1
عاجل وزيره الصحه الدكتوره هاله زايد تصريحات لبرنامج الحكايه علي قناه ام سي مصر لقاحات سينوفاك وسينوتيك وجونسون اند جونسون مراحل التسجيل بهيئه الدواء المصريه استلام الشحنه الأولي لقاح استرازنيكا اليوم,0,0,1,0,0,0,0,1,0,0,0,0,1
هقولكم اكتشاف جديد عظيم تركيبه رائعه الإجهاد الذهني والجسدي والتركيز والذاكره والدايت فيتامينات وجينسنج وحبوب لقاح شفتش زيها بالتنوع والسعر ده كبسوله مش محتاج مكملات جنبها كبسولات انك تاكل سلطه وفاكهه,0,0,0,0,0,0,0,1,0,0,0,8,0
تلقيت بحمد الله الجرعه الأولى لقاح كورونا وأشكر القائمين جميعا التنظيم المتميز وأدعو الجميع لأخذه وخاصه مرضى السكري وغيرهم,0,0,0,0,0,1,0,1,0,0,0,7,1
مصادر لقاح اثبتت نجاحها امريكا ويمكن استيراده نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
الصحه العالميه تعلن رفضها جواز سفر لقاح كورونا يرفع قيود السفر تلقوا التطعيم طالبت بمنح الأولويه للعاملين الصفوف الأولى واللاجئين والمساجين والفقراء السياح,0,0,0,0,1,1,0,1,0,0,1,1,1
ينافس العتبان ماطاب مطعوم انه لقى مطعوم شفه ذوقه دواهي عرب ماعندنا للعلوم علوم اخذنا الفعول وكل ساطي ومعلوقه,0,0,0,0,0,0,0,0,0,0,0,8,0
متحدث وزاره الصحه لازالت الدراسات مستمره حول امكانيه اخذ المرأه الحامل لقاح كورونا,0,0,0,1,0,1,0,1,0,0,0,0,1
الصحه تعلن تقديم جرعه لقاح كورونا خلال ال ساعه الماضيه والعدد الاجمالي اليوم جرعه وام,0,0,0,0,0,1,0,1,0,0,0,2,1
وزير الصحه التركي فخر الدين قوجا طع منا اليوم الفا طواقمنا الطبيه بالجرعه الأولى اللقاح ضد كورونا حققنا مرتبه متقدمه سرعه التطعيم مستوى العالم سنستمر تطعيم الكوادر الطبيه اليام القادمه,0,0,0,0,0,1,0,1,0,0,1,2,1
الصين تقول انها قدمت لقاح كورونا لأكثر ملايين شخص اندبندنت عربيه تغنيك,0,0,0,0,0,1,0,1,0,0,0,0,1
سمو وزير الرياضه الأمير عبدالعزيز بن تركي الفيصل يتلقى الجرعه الأولى لقاح كورونا كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
يعنى احنا كده المفروض نتابع رقمين عالميين وفيات كورونا ووفيات لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,7,0
موكب اردوغان اثناء ذهابه لأخذ لقاح كورونا الصيني ام جيش لتحرير القدس عثمانلي تركيا,0,0,0,0,0,1,0,1,0,0,0,1,1
تقديم جرعه لقاح كورونا خلال ال ساعه الماضيه وام,0,0,0,0,0,1,0,1,0,0,0,2,1
الدكتور مروان الكعبي المدير التنفيذي بالإنابه شركه صحه خلال افتتاح مركز لقاحات منطقه الميناء ابوظبي الف جرعه لقاح مركزا تابعا اسبوعيا اماره ابوظبي الرؤيه بلا حدود,0,0,0,0,0,0,0,1,0,0,0,0,1
تخفي سياسه اسرائيل توزيع لقاح كورونا عنصريه الفلسطينيين للمزيد حول الموضوع اقرأ,0,0,0,0,0,1,0,1,0,0,0,0,1
تم بحمد الله اخذ الجرعه الاولى تطعيم كورونا الشكر والعرفان لقيادتنا الرشيده والشكر موصول الى منسوبي وزاره الصحه جهودهم وخدماتهم المميزه,0,0,0,1,0,1,0,0,0,0,1,7,1
الله يحفظك ياقدوه الإسلام والمسلمين وجعل الله ترعاك وين كنت الملك يتلقي لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
قطر انطلاق تطعيم الجرعه الثانيه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,1,0,1
تلقيت اليوم الجرعه الثانيه لقاح كورونا وبهذا اصبحت محصن اكثر الفيروس شل العالم بأسره عنكم تلقيتم اللقاح شاركونا شكرا اسرائيل,0,0,0,0,0,1,0,1,0,0,0,7,1
اخبار السعوديه سمو امير منطقه مكه المكرمه يتلقى الجرعه الثانيه لقاح كورونا كورونا اخبار السعوديه بلغه الإشاره,0,0,0,0,0,1,1,1,0,0,0,1,1
الاتحاد الأوروبي يهدد الشركات المصنعه لقاح كورونا بمنعها تصدير اللقاح المصنع اوروبا ان اعتذرت شركه استرازينكا الايفاء بعقدها والكميه المتفق عليها رغم ان الاتحاد الأوروبي مول ابحاثها وتصنيعها مليون تريد اوروبا ان تحتكر اللقاح ان يكون حصه,0,0,0,0,0,1,0,1,0,0,0,0,1
لقيتوا لقاح للكورونا مالقيتوا لقاح للاكتئاب,0,0,0,0,0,1,0,1,0,0,0,9,0
الحمدالله اليوم حصلت الجرعه الأولى لقاح كورونا شكرا العربيه ولدوله الامارات توفير اللقاح ولعائلاتنا سر وسهوله ندعم تصوير حمله التطعيم كجزء التوعيه بضروره اخذه لحمايتنا نحب الله يحمي الجميع,0,0,0,0,0,1,0,1,0,0,1,7,1
عاجل فرانس برس اتفاق منظمه الصحه العالميه وفايزر بايونتيك لتأمين مليون جرعه لقاح لمنصه كوفاكس,0,0,1,0,0,0,0,1,1,0,0,0,1
وإنتو وعم تتناتشوا الوزراء وحراس الأحراش لأزلامكن وهني الكن متل بعضن تذكروا انو اليوم العالم عامل مليون لقاح ضد كورونا مليونين منهن العدو يعني سكان الأرض اخدوا اللقاحات اكيد نحنا رح نسبقهم بنسبه الدجل والزجل والموت فدا الزعماء,0,0,0,0,0,1,0,1,0,0,0,0,0
الصين تتعهد بمنح دوله اسيويه الف جرعه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
ممرضه ساو باولو اول الحاصلين لقاح كورونا البرازيل اندبندنت عربيه تغنيك,0,0,0,0,0,1,0,1,0,0,0,0,1
روسيا تبدأ اعتبارا اليوم حمله تطعيم ضد كورونا لكافه فئات السكان العربيه عاجل,0,0,1,0,0,1,0,0,0,0,1,2,1
نقلت اسرائيل جرعه تطعيم ضد كورونا انتاج شركه موديرنا مخصصه لاستخدام الطواقم الطبيه السلطه الفلسطينيه الدفعه الاولى اصل جرعه تطعيم سيتم نقلها اسرائيل الى الجهاز الصحي الفلسطيني نتمنى تمام الصحه للجميع,0,0,0,0,0,1,0,0,1,0,1,0,1
بريطانيا تقر استخدام لقاح موديرنا ضد كورونا,0,0,0,0,0,1,0,1,1,0,0,0,1
لقاح كورونا بينباع لدول مش لأفراد اذا سعد الو حق يشترين مستعد يدفع حقن ليك ملا نكته ليش بقدم المصريات للدوله تشترين عم بيعطوا ياهن الإمارات هبه وأصلا بفتكر شي الإمارات بتحترم قوانين ال ليش بدا تعطي ياهن الو الآخر بلا ضحك عالناس سعد,0,0,0,0,0,1,0,1,0,0,0,0,1
سبق ان نقلنا خبر جريمه لقاح فايزر النرويج ملاحظه ارتفعت حالات الوفاه الى,1,0,0,0,0,0,0,1,1,0,0,0,-1
مفوضه الصحه الأوروبيه الحق باستلام شحنات لقاح استرازينيكا مصنعين ببريطانيا العربيه عاجل,0,0,1,0,0,0,0,1,1,0,0,0,1
عاجل السعوديه تجربه لقاح كورونا قرد البابون السعوديه,0,0,1,0,0,1,0,1,0,0,0,0,1
صوره مؤر خه لقائد شعبه اولويه وأثبت موثوقيه اجراءات منظومته الصحي حفظ الله مليكنا خادم الحرمين الشريفين وأسبغ موفور الصحه وتمام العافيه وأدامه فخر لشعبه وعز لموطنه الملك يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
عبدالله بن زايد يدعو العاملين المنشآت التعليميه الحكوميه والخاصه فيهم المعلمون والإداريون والموظفون الى تلقي لقاح فيروس كورونا لدعم جهود الدوله السيطره الجائحه وام,0,0,0,0,0,1,0,1,0,0,0,2,1
لقاحات كورونا تجارب طبيه البشريه قول توم كوانز لقاحات كورونا لقاحات جديده تمام ولم يتم ترخيص اي لقاح مثلها للاستخدام البشري وحيث توجد علاجات اخرى او وقائيه السوق الصيدلانيه تستخدم النهج,0,0,0,0,0,1,0,1,0,0,0,0,1
تنطلق عصر يوم الثلاثاء نجران وبمشاركه الجهات الحكوميه الحمله التوعويه بأهميه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,5,1
لازم يعملوا لقاح للعنصريه قولكن بيمشي الحال اساس العدوى بتنتقل الا اللبنانيه شعب مهستر لئيم مش شاطر الا عالضعيف اللقاح للبناني اولا,0,0,0,0,0,0,0,1,0,0,0,0,1
ملك فلسطين الشرقيه الأردن والأميران الحسن والحسين يتلقون لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
وزير الرياضه يتلقى الجرعه الأولى لقاح كورونا الإخباريه رياضه,0,0,0,0,0,1,1,1,0,0,0,1,1
تم تطعيم مليون شخص حول العالم اكثر الدول ناحيه تطعيم السكان الولايات المتحده الأمريكيه مليون الصين مليون المملكه المتحده مليون الكيان الصهيوني مليون الهند مليون الإمارات مليون المانيا مليون,0,0,0,0,0,0,0,0,0,0,1,0,1
تحذير انتبهوا جماعه حدا ياخد لقاح كورونا لنشر الشذوذ,0,0,0,0,0,1,0,1,0,0,0,4,-1
المملكه المتحده توفر مليار جرعه لقاح كورونا دوله فقيره تحدي الكمامه,0,0,0,0,0,1,0,1,0,0,0,0,1
اقر مجلس النواب اللبناني قانون استيراد لقاح كورونا لقاح الضمير المعدوم الحكام وماذا لقاح فك اسر تأليف الحكومه وماذا لقاح الخوف الناس ومعيشتهم واموالهم اكلتها المصارف اللقاحات يحتاجها لبنان للخروج ازماته المسبوقه,0,0,0,0,0,1,0,1,0,0,0,2,1
اللقاح الأمريكي غالي ومو امن نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,3,1
الحكومه تنفى تداول خريطه توزيع لقاحات كورونا وفقا للشرائح الاجتماعيه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
المحرمون اللقاح الصيني الإماراتي سينوفارم ولقاح فايزر مساعد امين عام وزاره الصحه للرعايه الصحيه الأوليه غازي شركس يجيب لقاح كورونا كورونا الأردن صوت المملكه المملكه,0,0,0,1,0,1,0,1,1,0,0,0,1
سيدي الملك عبدالله الثاني ربي يحفظك مولاي ويعطيك الصحه والعافيه وسمو الأمير الحسن بن طلال وسمو الأمير الحسين بن عبدالله الثاني ولي العهد الأردن مطعوم كورونا,0,0,0,0,0,1,0,0,0,0,0,1,1
السودان النائب الأول لرئيس مجلس السياده يؤكد وصول لقاح كورونا دوله الإمارات خلال ايام اجرى النائب الأول لرئيس مجلس السياده الإنتقالي الفريق اول محمد حمدان دقلو اليوم اتصالات مكثفه قاده دوله الإمارات العربيه المتحده لمناقشه عدد القضايا والموضوعات برق السودان,0,0,0,0,0,1,0,1,0,0,0,0,1
التسامح الذات ومع الآخرين افضل لقاح وهبه الر للبشريه هنيئا لقلوب تسامت جراحها هنيئا لقلوب تغافلت نزيفها هنيئا لقلوب تداوت بكلمه طيبه وبابتسامه ساحره صادقه,0,0,0,0,0,0,0,1,0,0,0,8,0
يبدو ان مليون شخص صوتوا لسياسه الإرهاب سيعطي المشرف الأولويه لتلك الوحوش بينما يزال الأمريكيون يحاولون الحصول اللقاح خالد شيخ محمد الارهابي يحصل لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,0
الجزائر انطلاق عمليه التطعيم ضد كورونا تسلم الشحنه الأولى للقاح سبوتنيك الروسي العربيه,0,0,0,0,0,1,0,1,1,0,1,0,1
التوكل الله تم اليوم السبت اخذ الجرعه الأولى لقاح كورونا كورونا وافر الشكر لحكومه خادم الحرمين الشريفين لحرصها صحه المواطن لوزاره الصحه التنظيم الرائع للاجراءات اسأل الله ان يتم علي وعلى اهلي ابناء الوطن وافر الصحه المعافاه,0,0,0,1,0,1,0,1,0,0,0,7,1
اللقاح الموجود حالي مصر اغلى نوع لقاح مستوى العالم تصريحات متلفزه لرئيس لجنه كورونا حسام حسني,0,0,0,0,0,1,0,1,0,0,0,9,0
اسامه كمال امبارح استغربت ان البنتاجون بيدى معتلقين فى جوانتامو لقاح كورونا استغرابى ان معتلقين جوانتامو بدون محاكمه سنه فالبنتاجون النهارده قرر تعليق خطه تلقيح معتقلين جوانتانامو جماعه مكنتش بعترض تلقيح المساجين كنت معترض ان الناس المعتقل بدون محاكمه,0,0,0,0,0,1,0,1,0,0,0,2,0
قال وزير الصحه البرازيلي ادواردو بازويلو يوم الخميس ان البرازيل وقعت اتفاقا معهد بوتانتان ساو باولو لشراء مليون جرعه لقاح كورونا فاك الصيني المضاد لكورونا الصين,0,0,0,0,0,1,0,1,0,0,0,0,1
اعرب وزير الصحه الألماني ينس شبان اعتقاده بأن الوضع الناجم تفشي كورونا يزال حرجا رغم مضي التطعيمات قدما وقال الوزير ان عدد تلقوا تطعيم كورونا المانيا وصل الى الف شخص اول السكان تم تطعيمه الرؤيه بلا حدود,0,0,0,0,0,1,0,0,0,0,1,0,1
يسبب لقاح كورونا العقم النساء شاركونا ارائكم الهاشتاق دقيقه صيدلانيه لقاحات,0,0,0,0,0,1,0,1,0,0,0,4,0
يكون اطفالنا كأطفال نيجيريا فئران تجارب لشركه فايزر الحكومه النيجيريه رفعت دعوى شركه فايزر مطالبه بدفع مليار كتعويضات لأسر وضحايا التجارب المرخصه وغير الأخلاقيه غطاء العمل الإنساني مدينه كانو نيجيريا عام لقاح امن كورونا,0,0,0,0,0,1,0,1,1,1,0,0,0
بركه الله اخذنا اليوم الجرعه الثانيه لقاح سينوفارم الصيني للمضاد لكورونا ممتنون جدا للسلطات الصحيه دوله الإمارات العربيه المتحده الجهود المبذوله لمحاربه الوباء حمى الله الجميع مكروه سينوفارم,0,0,0,0,0,1,0,1,1,0,0,7,1
هشام طلعت مصطفى اتبرع مليون جرعه لقاح كورونا للمصريين لزم نعمل معاه الصح الحكومه تخصيص فدان الاراضى شايفين السيسي بيقسم الاراضى شويه للقوات المسلحه والجيش وفدادين لرجال الاعمال كله هياخد لزم تدفع عشان تاخد السيسي بيوزع ورث امه السيسي خاين عميل,0,0,0,0,0,1,0,1,0,0,0,0,1
الأطقم الطبيه تتلقى الجرعه الأولى لقاح كورونا الصيني مستشفى ابو خليفه حضور وزيره الصحه بدء حمله التطعيم مصر,0,0,0,0,0,1,0,1,0,0,1,0,1
الرئيس التركي رجب طيب اردوغان ينشر صور لتلقيه الجرعه الأولى لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
بفضل الله تلقيت الجرعه الثانيه لقاح فايزر نسأل الله القدير ان يرفع عنا الوباء,0,0,0,0,0,0,0,1,1,0,0,7,1
اللقاح الوزير الأول عبد العزيز جراد يتلقى لقاح كورونا صبيحه اليوم,0,0,0,0,0,1,1,1,0,0,0,1,1
نموذج مشرق للمسؤوليه الاجتماعيه مستوى العالم لشركه شركات دبي شركه موانئ دبي العالميه تتعاون اليونيسيف لتوزيع مليار جرعه لقاح ضد كورونا للدول الفقيره شكرا سلطان بن سليم الرئيس التنفيذي للشركه اين الإعلام العالمي المبادره تنطلق دبي وليس لندن,0,0,0,0,0,1,0,1,0,0,0,0,1
اردوغان اعاني اي اعراض جانبيه تلقي لقاح كورونا رابط يديل,0,0,0,0,0,1,0,1,0,0,0,1,1
نريد لقاح امن نأمن صحه اطفالنا المستقبل,0,0,0,0,0,0,0,1,0,1,0,7,0
مين بدبي عم يعمل لقاح ومستهدف وهي حمله مبرمجه وشي صحاف حكي ومين طلع جدبا علينا دبي نصرع راسي اسبوعين لليوم يلعن الساعه يلي بينعطاكن اقامات لنتحمل جلاقتكن وجلاقه ال تبعكن انتو بالايامات العاديه بتزرزعولي بدني هلأ,0,0,0,0,0,0,0,1,0,0,0,7,0
اسرائيل وطن الانسانيه نقلت اسرائيل اليوم جرعه تطعيم ضد كورونا انتاج شركه موديرنا الى السلطه الفلسطينيه,0,0,0,0,0,1,0,0,1,0,1,2,1
الخائن يؤتمن فكيف اذا كانت امريكا الخائن والقاتل نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,3,1
المعادله بسيطه زياده الوعي والحرص تقليل انتشار العدوى تقليل سرعه طفرات التحول الجيني بالفايروس والعلاقه عكسيه مهم بالتزامن سرعه عمليه تطعيم الناس لذلك انتم وعيكم وحرصكم وإلتزامكم بالتعاليم الطبيه الخط الأول للعوده تدريجيا للحياه الطبيعيه,0,0,0,0,0,0,0,0,0,0,1,5,1
عاجل بروكسل تجيز استخدام لقاح استرازينيكا ليكون الثالث الاتحاد الأوروبي فون دير لايين فرانس برس,0,0,1,0,0,0,0,1,1,0,0,0,1
المفوضيه الأوروبيه تحالف كوفاكس وفر ملياري لقاح مليار للدول الفقيره العربيه عاجل,0,0,1,0,0,0,0,1,0,0,0,0,1
كورونا لقوا لقاح وأنت للحين لقوا شي,0,0,0,0,0,1,0,1,0,0,0,8,0
وزاره الصحه التركيه تعلن تطعيم اكثر الفا الطواقم الطبيه البالغ عددهم مليون امس الخميس ضمن المرحله الأولى لخطه التطعيم العام لجميع سكان تركيا,0,0,0,1,0,0,0,0,0,0,1,2,1
عاجل خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا,0,0,1,0,0,1,1,1,0,0,0,1,1
تلقيت اليوم الجرعه الاولى لقاح كورونا المبنى القديم لمطار الملك عبدالعزيز بمدينه جده انصح الجميع بالتسجيل اللقاح طريقنا للعوده الى حياتنا الطبيعيه والله يحفظكم جميعا وليد الفراج,0,0,0,0,0,1,0,1,0,0,0,7,1
ملف كتب لقاح كورونا انه نظام تشغيل سيحقن جسم الانسان بيان شركه موديرنا وصف لقاح كورونا انه نظام التشغيل الكمبيوتر البعض مستوعب الامر نؤكد قال شركه موديرنا بالحرف,0,0,0,0,0,1,0,1,1,0,0,0,1
السعوديه جامعه الإمام عبد الرحمن بن فيصل تعلن نجاحها التوصل الى لقاح مضاد لفيروس كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
البيض المخصب ولقاح للدواجن تمكن الباحث المصري الدكتور محمد رحيم يعمل ضمن فريق بحثي بجامعه لانكستر انجلترا ابتكار لقاح بشري ضد كورونا بتقنيه تدعى الهندسه الوراثيه العكسيه ويؤخذ طريق الأنف وبتكلفه اقل الشرطه المصريه قوه ونصر,0,0,0,0,0,1,0,1,0,0,0,0,1
ايران الدوله الوحيده اسلاميا نجحت بطرح لقاحات كورونا تنتج لقاحات شركه ستطرحه بالاسواق شهر فقط لقاح معهد باستور الطبي الايراني مشترك كوبا لقاح معهد رازي طهران,0,0,0,0,0,1,0,1,0,0,0,0,1
قتل الناس ويصابون بالشلل قصد الرغم ان كورونا معدل شفاء بنسبه لأصغر فئه عمريه معدل تعافي لأكبر فئه عمريه انه لجريمه ان تجرى عليكم تجارب العلاج الجيني الموصوف خطأ انه لقاح,0,0,0,0,0,1,0,1,0,0,0,7,-1
السيستاني يجيب استفتاء بشأن لقاحات كورونا لقاح كورونا كورونا العراق السومريه,0,0,0,0,0,1,0,1,0,0,0,0,1
اقترح ان يقوم فريق العمل اشرف تنظيم اعطاء لقاح كورونا للجمهور بإعطاء دورات مكثفه لجميع الافراد اناثا ودكورا موظفي القطاع العام يتعاملون بشكل مباشر المواطنين والمقيمين لتكريس ثقافه حسن التعامل الجمهور,0,0,0,0,0,1,0,1,0,0,0,3,1
خارجيه لقاح سبوتنيك محور مباحثات بوقادوم ونظيره الروسي,0,0,0,0,0,0,0,1,1,0,0,0,1
